1,1,1,,认识基础干员-芬、香草、翎羽\n芬、香草、翎羽都是三星的先锋干员。由于芬的回费效率较高，生存能力也不错，新手建议优先培养芬。\n请问哪一位干员在手动撤退时会返回当次部署的所有部署费用？,0,芬¦香草¦翎羽¦都不行,3,A、芬的职业分支是尖兵，尖兵无此特性\nB、香草的分支是尖兵，尖兵无此特性\nC、翎羽的分支是冲锋手，冲锋手在撤退时会返还初始部署费用,
2,1,1,,认识基础干员-月见夜、泡普卡、玫兰莎\n月见夜、泡普卡、玫兰莎都是三星的近卫干员。玫兰莎由于其极高的攻击力，被称为“剑圣”，建议新手培养。\n请问哪一位干员的攻击范围最大？,0,月见夜¦泡普卡¦玫兰莎¦一样大,1,A、月见夜的分支是领主，领主具有较大的攻击范围，但对非自身阻挡的敌人攻击力倍率减少20%\nB、泡普卡的分支是强攻手，强攻手能够同时攻击范围内多个敌人，但不大于自身的阻挡数\nC、玫兰莎的分支是无畏者，无畏者往往攻击力很高，但只能阻挡一个敌人,
3,1,1,,认识基础干员-空爆、安德切尔、克洛丝\n空爆、安德切尔、克洛丝都是三星的狙击干员。克洛丝具有不错的输出能力，且可以对空，建议新手培养。\n请问哪个干员会优先攻击使用远程武器的敌人？,0,空爆¦安德切尔¦克洛丝¦都不会,2,A、空爆的分支是炮手，炮手有着较大的攻击范围，且可以产生群体范围伤害，但攻击间隔比较长\nB、安德切尔的分支是速射手，但是他的天赋【短板突破】效果包括优先攻击使用远程武器的敌人\nC、克洛丝的分支是速射手，速射手优先攻击空中单位,
4,1,1,,认识基础干员-斑点、米格鲁、卡缇\n斑点、米格鲁、卡缇都是三星的重装干员。斑点开启技能可以治疗友方单位，推荐新手培养。\n请问哪个干员不可以治疗自身？,0,斑点¦米格鲁¦卡缇¦都可以,2,A、斑点的分支是守护者，守护者开启技能后可以治疗友方单位。斑点没有不能治疗自身的限制\nB、米格鲁的分支是铁卫，且她的天赋和技能都是增加自身的防御力，不能治疗自身\nC、卡缇的分支是铁卫，但她的技能可以恢复自身生命,
5,1,1,,认识基础干员-史都华德、炎熔、梓兰\n史都华德和炎熔是三星的术师干员，而梓兰是三星的辅助干员。梓兰可以停顿敌人，建议新手培养。\n请问哪一位干员不能造成法术伤害？,0,史都华德¦炎熔¦梓兰¦都可以,4,A、史都华德的分支是中坚术师，造成伤害的类型为法术伤害\nB、炎熔的分支是扩散术师。扩散术师往往部署费用较高，能够造成群体扩散法术伤害\nC、梓兰的分支是凝滞师。凝滞师造成伤害的类型为法术伤害，且攻击时对敌人造成短暂的停顿效果（移动速度降低80%）,
6,1,1,,认识基础干员-芙蓉、安赛尔\n芙蓉和安赛尔都是三星的医疗干员，在前期缺少医疗类干员时推荐培养。\n请问哪位干员可能同时对多个干员进行治疗？,0,芙蓉¦安赛尔¦都可能¦都不可能,2,A、芙蓉的分支是医师，医师常态只能对一个单位进行治疗\nB、安赛尔的分支是医师，但他的天赋【附加治疗】有几率额外治疗一个单位,
7,1,1,,认识伤害类型-法术伤害和物理伤害\n法术伤害和物理伤害有不同的计算公式，因此，物理类干员往往需要关注dph（单次攻击造成的伤害），又被称为“破甲线”，物理伤害随敌方防御力升高，造成的最终伤害下降非常明显。\n以下哪个说法是错误的？,0,史都华德对40法抗的敌人造成2000点伤害时，敌人实际只受到1200点伤害¦克洛丝对800防御力的敌人造成2000点伤害时，敌人实际只受到1200点伤害¦史都华德对100法抗的敌人造成2000点伤害时，敌人实际只受到0点伤害¦克洛丝对1990防御力的敌人造成2000点伤害时，敌人实际只受到100点伤害,3,法术伤害是按照百分比进行计算的，即扣除法抗百分比的伤害，但保底造成5%的伤害\n物理伤害是简单的减法计算，即最终攻击力减去敌方防御力，但保底造成5%的伤害\nA、2000*（1-40%）=1200，计算正确\nB、2000-800=1200，计算正确\nC、2000*（1-100%）=0，但保底伤害为2000*5%=100，即最终造成100点伤害\nD、2000-1990=10，但保底伤害为2000*5%=100>10，即最终造成100点伤害,
8,1,1,,技能机制基础-技能释放\n干员技能除了可能需要技力条充满，还需要一定条件才可触发释放。以下哪个不是明日方舟中技能释放类型？,0,自动触发¦手动触发¦受击触发¦被动,3,A、满足一定条件即可自动触发技能\nB、需要手动开启技能\nC、虽然有的干员确实需要受到攻击才会触发技能（如蒂比），但这属于满足一定条件触发，属于自动触发\nD、干员被部署后技能立即生效,
9,1,1,,技能机制基础-技力回复\n干员技能一般需要消耗一定技力才可释放。以下哪个不是明日方舟中技力回复类型？,0,攻击回复¦受击回复¦自动回复¦阻挡回复,4,A、每攻击一次回复1点技力，注意不是每次造成伤害\nB、每受到敌方单位攻击一次回复1点技力，注意不是每次受到伤害\nC、随时间自然回复，一般每秒回复1点技力\nD、虽然有的干员确实需要阻挡敌人时才可回复技力（如决战者分支），但这属于特殊的自动回复,
10,1,1,,干员培养-精英化\n干员精英化的晋升往往有着较大的加成。对于六星干员而言，以下哪个不是精英化一带来的变化？,0,解锁二技能¦部分天赋解锁或升级¦技能自动升级至7级¦部署费用增加,3,A、六星干员具有三个技能，需要精英化一解锁二技能，精英化二解锁三技能\nB、六星干员一般具有两个天赋，解锁阶段不一定相同，但一般精英化均会使天赋升级或者解锁新天赋\nC、技能可升级上限从4级变为了7级，但不会自动升级\nD、精英化一和精英化二都会导致干员的部署费用+2,
